id,race,count,area_id,created_at,updated_at
262,Black,26123,475,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
263,Hispanic,1351,475,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
264,White,280,475,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
265,Other,152,475,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
266,Asian,26,476,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
267,Black,6676,476,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
268,Hispanic,278,476,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
269,White,77,476,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
270,Other,33,476,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
271,Asian,0,477,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
272,Black,566,477,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
273,Hispanic,4243,477,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
274,White,4078,477,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
275,Other,65,477,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
276,Asian,422,478,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
277,Black,1462,478,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
278,Hispanic,16618,478,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
279,White,16852,478,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
280,Other,278,478,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
281,Asian,391,479,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
282,Black,116,479,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
283,Hispanic,10126,479,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
284,White,2578,479,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
285,Other,82,479,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
286,Asian,2955,480,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
287,Black,677,480,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
288,Hispanic,37620,480,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
289,White,2844,480,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
290,Other,106,480,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
291,Asian,3136,481,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
292,Black,507,481,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
293,Hispanic,9612,481,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
294,White,2802,481,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
295,Other,279,481,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
296,Asian,11726,483,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
297,Black,951,483,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
298,Hispanic,9558,483,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
299,White,10842,483,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
300,Other,862,483,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
301,Asian,815,484,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
302,Black,9832,484,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
303,Hispanic,24990,484,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
304,White,5094,484,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
305,Other,352,484,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
306,Asian,303,485,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
307,Black,262,485,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
308,Hispanic,15385,485,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
309,White,3235,485,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
310,Other,7,485,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
311,Asian,350,486,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
312,Black,1342,486,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
313,Hispanic,38009,486,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
314,White,1460,486,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
315,Other,41,486,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
316,Asian,319,487,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
317,Black,140,487,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
318,Hispanic,12361,487,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
319,White,11871,487,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
320,Other,271,487,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
321,Asian,178,488,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
322,Black,1067,488,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
323,Hispanic,26395,488,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
324,White,4989,488,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
325,Other,120,488,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
326,Asian,529,489,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
327,Black,26100,489,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
328,Hispanic,26377,489,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
329,White,1873,489,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
330,Other,672,489,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
331,Asian,19,490,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
332,Black,29955,490,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
333,Hispanic,1563,490,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
334,White,235,490,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
335,Other,384,490,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
336,Asian,76,491,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
337,Black,24810,491,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
338,Hispanic,682,491,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
339,White,199,491,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
340,Other,354,491,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
341,Asian,22,492,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
342,Black,31077,492,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
343,Hispanic,358,492,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
344,White,466,492,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
345,Other,423,492,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
346,Asian,284,494,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
347,Black,20817,494,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
348,Hispanic,15455,494,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
349,White,5555,494,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
350,Other,641,494,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
351,Asian,126,495,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
352,Black,44402,495,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
353,Hispanic,689,495,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
354,White,231,495,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
355,Other,394,495,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
356,Asian,101,496,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
357,Black,7257,496,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
358,Hispanic,1414,496,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
359,White,11604,496,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
360,Other,439,496,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
361,Asian,0,497,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
362,Black,25968,497,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
363,Hispanic,287,497,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
364,White,351,497,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
365,Other,510,497,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
366,Asian,383,498,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
367,Black,664,498,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
368,Hispanic,1205,498,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
369,White,16289,498,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
370,Other,242,498,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
371,Asian,54,499,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
372,Black,15125,499,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
373,Hispanic,638,499,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
374,White,6546,499,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
375,Other,545,499,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
376,Asian,1487,500,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
377,Black,104,500,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
378,Hispanic,1150,500,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
379,White,10130,500,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
380,Other,612,500,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
381,Asian,6340,501,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
382,Black,7853,501,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
383,Hispanic,8918,501,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
384,White,29912,501,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
385,Other,1850,501,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
436,Native American,321,1527,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
437,Native American,223,1528,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
439,Native American,112,1539,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
440,Native American,118,1540,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
441,Native American,351,1541,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
442,Native American,299,1542,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
443,Native American,247,1543,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
444,Native American,108,1544,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
445,Native American,185,1545,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
446,Native American,73,1546,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
447,Native American,169,1535,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
449,Native American,308,1531,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
450,Native American,214,1532,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
451,Native American,189,1533,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
453,Native American,223,1536,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
454,Native American,164,1537,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
455,Native American,144,1548,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
456,Native American,95,1549,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
457,Native American,173,1550,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
458,Native American,138,1551,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
459,Native American,136,1534,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
460,Native American,107,1547,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
461,White,55743,1527,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
462,White,49420,1528,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
464,White,34863,1539,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
465,White,843,1540,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
466,White,60488,1541,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
467,White,138045,1542,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
468,White,51491,1543,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
469,White,88418,1544,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
470,White,51775,1545,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
471,White,1664,1546,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
472,White,1472,1535,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
474,White,150551,1531,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
475,White,29371,1532,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
476,White,49809,1533,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
478,White,9925,1536,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
479,White,312,1537,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
480,White,4300,1548,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
481,White,32952,1549,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
482,White,24307,1550,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
483,White,17747,1551,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
484,White,262,1534,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
485,White,959,1547,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
486,Asian,17373,1527,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
487,Asian,12792,1528,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
489,Asian,352,1539,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
490,Asian,38,1540,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
491,Asian,20796,1541,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
492,Asian,10711,1542,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
493,Asian,2001,1543,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
494,Asian,9775,1544,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
495,Asian,8148,1545,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
496,Asian,329,1546,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
497,Asian,312,1535,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
499,Asian,12277,1531,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
500,Asian,3086,1532,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
501,Asian,3604,1533,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
503,Asian,258,1536,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
504,Asian,61,1537,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
505,Asian,239,1548,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
506,Asian,10790,1549,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
507,Asian,25894,1550,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
508,Asian,5837,1551,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
509,Asian,56,1534,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
510,Asian,174,1547,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
511,Other,3645,1527,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
512,Other,2416,1528,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
514,Other,1202,1539,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
515,Other,809,1540,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
516,Other,4335,1541,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
517,Other,2967,1542,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
518,Other,1561,1543,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
519,Other,2253,1544,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
520,Other,2393,1545,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
521,Other,619,1546,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
522,Other,1149,1535,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
524,Other,4320,1531,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
525,Other,1682,1532,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
526,Other,2070,1533,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
528,Other,1389,1536,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
529,Other,865,1537,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
530,Other,529,1548,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
531,Other,1726,1549,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
532,Other,1173,1550,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
533,Other,2482,1551,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
534,Other,663,1534,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
535,Other,485,1547,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
411,Black,4782,1527,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
412,Black,9909,1528,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
414,Black,62094,1539,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
415,Black,70064,1540,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
416,Black,25322,1541,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
417,Black,2022,1542,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
418,Black,52219,1543,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
419,Black,10681,1544,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
420,Black,23039,1545,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
421,Black,59671,1546,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
422,Black,71010,1535,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
424,Black,13305,1531,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
425,Black,33033,1532,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
426,Black,8027,1533,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
428,Black,76399,1536,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
429,Black,88525,1537,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
430,Black,39440,1548,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
431,Black,13452,1549,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
432,Black,19044,1550,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
433,Black,65993,1551,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
434,Black,68787,1534,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
435,Black,55468,1547,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
386,Hispanic,62232,1527,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
387,Hispanic,16519,1528,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
389,Hispanic,3318,1539,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
390,Hispanic,2524,1540,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
391,Hispanic,29746,1541,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
392,Hispanic,45438,1542,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
393,Hispanic,139854,1543,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
394,Hispanic,5806,1544,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
395,Hispanic,42329,1545,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
396,Hispanic,8118,1546,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
397,Hispanic,1123,1535,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
399,Hispanic,20025,1531,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
400,Hispanic,133005,1532,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
401,Hispanic,54039,1533,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
403,Hispanic,35381,1536,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
404,Hispanic,914,1537,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
405,Hispanic,73441,1548,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
406,Hispanic,3766,1549,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
407,Hispanic,94610,1550,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
408,Hispanic,3242,1551,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
409,Hispanic,1167,1534,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
410,Hispanic,2265,1547,2019-01-09T04:42:13.931561Z,2019-01-09T04:42:13.960803Z
